id,titre,prix,statut,motif_exclusion,niveau_risque,corrections_appliquees,rang_tri
2776,"ESCOVA CABELO OVAL 2633-001-03 CX120 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2777,"ESCOVA CABELO RECT 2633-001-04 CX120 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2778,"ESCOVA CABELO RECT 2633-001-05 CX120 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2779,"ESCOVA CABELO REDONDA 2633-001-06 CX120 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2780,"DISPENSADOR VIDRO SK-C 804-502",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2781,"DISPENSADOR VIDRO COR SK-C 804-503 CX24 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2782,"DISPENSADOR SABAO COR SK-C 804-505",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2783,"DISPENSADOR VIDRO COR SK-C 804-507 CX24 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2784,"CONJ. ACESSORIOS WC 4PÇ SK-C 804-560",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2785,"GARRAFA TERM 500ML COLORS SK-C-804-561",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2786,"GARRAFA TERM 500ML C/COPO SK-C-804-562",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2787,"GARRAFA TERM 500ML C/COPO SK-C-804-563",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2788,"GARRAFA TERMICA 350ML SK-C-804-564",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2789,"GARRAFA TERMICA 500ML SK-C-804-565",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2790,"GARRAFA TERMICA 1000ML SK-C-804-566",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2791,"PULVERIZADOR 900ML SKPA-837-383 CX24(Q12",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2792,"COPO SHOT C/ SUPORTE BAMBU 3072-5485 CX24 (Q12) 20***10€",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2793,"VASO PLT QUAD 17X17X15CM 0428-02A",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2794,"VASO PLT QUAD 17X17X15CM 0428-02C",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2795,"VASO PLT 21X11,5X10,5CM 0428-04B",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2796,"VASO PLT 21X11,5X10,5CM 0428-04C",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2797,"VASO PLT OVAL 22X14X17CM 0428-06B",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2798,"VASO PLT OVAL 22X14X17CM 0428-06C",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2799,"VASO PLT OVAL24,5X17,5CM 0428-07B",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2800,"VASO PLT OVAL24,5X17,5CM 0428-07C",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2801,"VASO PLT OVAL 19X19X14,5 0428-08B",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2802,"VASO OVAL 19,5X11CM 0428-09B",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2803,"VASO PLT OVAL 19,5X11CM 0428-09C",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2804,"VASO PLT QUAD 17X17X15CM 0428-02B",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2805,"VELA COPO CITRONELA 820-28 85G(CX12)",0.80,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2806,"VELA COPO CITRONELA 820-90",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2807,"VELA CITRONELA TERACOTTA820-94",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2808,"FRASCO VIDRO C/BORRIF 160ML 952-22",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2809,"VELA CITRONELA COPO 70G SK 0960-02",0.80,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2810,"VELA CITRONELA COPO 70G SK 0960-03",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2811,"FITA COLA TRANSP 3UN 2796950-03B CX240",1.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2812,"CONJ 2 CANECAS CERVEJA PATRIA 27CL",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2813,"VASO DUPLO ELITE 3LT 032 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2814,"ESPREMEDOR CITRINOS 660ML KC-410",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2815,"ESCOVA LIMPA SANITAS TP-144",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2816,"CONJUNTO PIQ-NIQ 32PCS AP-9146",10.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2817,"AMBIENT SPRAY AMBIPUR MAÇA/CANELA",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2818,"AMBIENT SPRAY AMBIPUR LARANJA/CANELA",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2819,"ALUQUETE 30MM LONGO 1143-600-30",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2820,"GANCHO VENTOSA TRANSP. 8UN 1800-161B",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2821,"BRINQ. ANIMAIS 639-048",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2822,"EXTENSAO 3M C/4 TOMADAS+ INT HY-1114P CX25",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2823,"FICHA TRIPLA 3TOMAD  HY-6013B CX60(Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2824,"COLHER PEDREIRO 20X10CM 1143-550 CX120",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2825,"LANTERNA LED C/IMAN 1557-152 CX240",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2826,"CANDEEIRO LEITURA LED BRC 1557-228 CX96",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2827,"LAMPADA SOL LED 7X51,5CM",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2828,"CAPA MAQ. LAVAR 58X62X85 1589-003 CX60 (Q12)",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2829,"PA LIMPA EXCREM ANIMAL",1.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2830,"PENTE ANIMAL 1937-626 20X3CM CX240(Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2831,"AVENTAL 60X85 CM 2448-550",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2832,"CAMA P/ANIMAL 37X37X13 2530-000 CX40(Q6)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2833,"CAMA P/ANIMAL 39X36X7CM 2530-001 (Q6)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2834,"CAMA ANIM 42X32X33CM 2825-101",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2835,"CABO DE BAGAGEM 1,5X1,5CM 2833-200 CX240",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2836,"ALMOFADA CERV. 28X27CM 2866-122 CX30",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2837,"CABIDE ADESIVO C/2 GANCH 2972-005 CX144",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2838,"GANCHO 2PC 0,5X7,5X2,5 SK 2972-190",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2839,"CABIDE ADESIVO 2UN 2972-192 CX144",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2840,"SET FERRAMENTAS 5 PCS  2973-005 CX80 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2841,"SET FERRAMENTAS 4 PCS  2973-009 CX100 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2842,"SET FERRAMENTAS 5 PCS  2973-010 CX90 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2843,"ARRANHADOR P/GATOS 2525-000B CX20(Q2)",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2844,"ARRANHADOR P/GATOS 2525-000D (Q2)",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2845,"ARRANHADOR P/GATOS 2525-002B (Q2)",12.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2846,"SACO P/ROUPA 50X60 1838-601-02 CX240",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2847,"SACO P/ROUPA 13X16CM 1838-602-01 CX120",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2848,"COLEIRA ANIMAIS CORES 1937-057-01 CX144",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2849,"COLEIRA C/GUIZO/LENÇO 1937-059-1.3 CX144",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2850,"SACO ECON.ESPAÇO 60X80 1984-030-01 CX72",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2851,"ABRAÇADEIRA 2MM 75UN 1984-450-75 CX480",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2852,"PORTA TALHERES 10X16.5CM",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2853,"SET 3 PEÇAS FACAS CORTE SK-C-804-424",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2854,"SACO ARRUMAÇÃO 75X40X30CM SK-C 804-529 CX48(Q12)20***2€",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2855,"GARRAFA MOTIV 700ML SK-C-804-531",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2856,"SET3 GARRAFAS MOTIV SK-C-804-532",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2857,"CONJ. WC 3PÇ CINZA SK-C 804-557",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2858,"BALDE LIXO 8L SK-C 804-558",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2859,"BRINQ ANIMAL 15CM SKPA 837-352 CX24 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2860,"CASA GATOS 2AND 35.5X69",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2861,"X-ACTO SX769N CX144 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2862,"X-ACTO SX18T-10 CX144 (Q24)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2863,"X-ACTO SX9T-10 CX240 (Q24)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2864,"TOALHA MESA 140X220 2720-001A 01 CX24",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2865,"TOALHA MESA 140X220 2720-001B-01 CX24",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2866,"FITA COLA CAST 4,8CMX60M 2796001-060 CX72",1.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2867,"FITA ANTIDERRAP AMR/PRT 5CMXM 2796086-A01 CX72(Q6)***2€",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2868,"FITA ANTIDERRAP PRT 5CMX5M 2796086-B01",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2869,"FELTRO ADES CINZA 9X4 2796201-01A CX192",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2870,"FELTRO PROT RED PRT  2796300-20A CX240 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2871,"ABRAÇ PRT 30 UN  2796801B-25 CX144",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2872,"COLA EXTRA FORTE POWER +GLUE 10GR (Q12)",1.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2873,"NOVA Set de Jardim",349.00,INCLUS,,MÉDIO,"description nettoyée",827
2878,"EXPORT -  CANTO METRO/LINEAR PVC 23X0,8  ANTRACITA",1.50,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2879,"EXPORT -  CANTO METRO/LINEAR PVC 23X0,8  BLANCO TITANIO",1.50,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2880,"EXPORT -  CANTO METRO/LINEAR PVC 23X0,8  ROBLE-TAUROS",1.50,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2887,"EXPORT -  LATERAL 700X355 MM ANTRACITA",15.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2888,"EXPORT -  LATERAL 700X355 MM BLANCO-TITANIO",15.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2889,"EXPORT -  LATERAL 700X355 MM ROBLE-TAUROS",15.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2904,"Export - Móvel Baixo Cocina 70X180X60 Antracita",159.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
2905,"Export - Móvel Baixo Cocina 70X180X60 Blanco-Titanio",159.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
2906,"Export - Móvel Baixo Cocina 70X180X60 Roble-Tauros",159.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
2910,"Export - Móvel Coluna Despe 200X60X60 Antracita",229.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
2919,"FLO 1625 Mesa de Jantar",509.00,EXCLU,"hors stock",OK,,
2920,"FLO 1625 Painel TV",399.00,EXCLU,"hors stock",OK,,
2921,"FLO 1625 Mesa de Centro",279.00,EXCLU,"hors stock",OK,,
2925,"CONJ 2 SUBLINHADORES BIC AMARELO NEON",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2926,"BANCO MULTIUSO 26X26X47",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2927,"BANCO MULTIUSOS 26X26X47CM CINZA (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2928,"BANCO MULTIUSO 26X26X47",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2929,"ALUQUETE 30MM LONGO 1143-600-25",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2930,"ESPONJA BANHO 2X30GR. 201-110-30 CX72 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2931,"PORTA LAPIS 10.5X8CM 202-910 CX144 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2932,"BLOCO NOTAS A5 200P 206-020-01",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2933,"EXTENSAO 3M C/4 TOMADAS+ INT HY-1114P CX25",10.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2934,"ELASTICO 20UN 4 207-139-C CX288 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2935,"QUADRO PRETO C/GIZ + AP. 2373-251(Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2936,"TAPETE ANTIDESLIZ.40X60CM 2449-004 CX50)(Q12)",2.40,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2937,"ESCOVA CABELO 2714-014 CX240",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2938,"PLASTICINA 12COR C/MOLDE 2724-500",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2939,"ALICATE CUTICULAS 2816-021 CX120",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2940,"SET 2 LIMAS UNHAS  2816-032 CX240",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2941,"ESTOJO ESCOLAR 2906-000 CX288 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2942,"ESTOJO ESCOLAR 2906-001 CX288",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2943,"MOCHILA 31X23,5X12 CM SK 2909-000",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2944,"TELA PINTAR 18,5X13,2CM 2914-002 CX360",1.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2945,"PELUCHE 13CM 2920-001 CX180 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2946,"PELUCHE 20CM 2920-003 CX180 (Q12)",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2947,"PELUCHE 24CM 2920-004 CX180",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2948,"PELUCHE 18CM 2920-005 CX180",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2949,"PELUCHE 18CM 2920-006 CX180",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2950,"TIGELA 15,5CM 2955-102 CX44",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2951,"CABIDE ADESIVO 2 UDS 2972-004 CX144",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2952,"FRITADEIRA C/REDE 24CM 428-200-24 CX12",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2953,"CONJ.TALHERES 24PC 1828-051-24 CX24",10.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2954,"COMEDOURO AÇO 18CM 1937-156-18 CX100",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2955,"PORTA DOC. 15 UDS SK 1967-780-15 CX144",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2956,"SERTÃ ANTIADERENTE 18CM 2369-033-18",4.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2957,"TELA P/PINTAR 15X20X1.2CM",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2958,"CANETA ARCO-IRIS 6UN 2556-053-06 CX288",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2959,"PIONES METAL DRD 100UN 2681-705-01 CX144 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2960,"FELTRO PROT RECT PRT  2796303-42 CX240",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2961,"MOCHILA 31X23,5X12 CM SK 2909-000-01",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2962,"TELEF DUCHE 1FUNCAO+MANG+SUP",5.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2963,"CONJ. 6 COPOS MYGLASS 230ML",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2964,"CONCHA SOPA SK-C-804-405",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2965,"ESPATULA COZINHA SK-C-804-406",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2966,"COLHER ESPARGUETE SK-C-804-407",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2967,"RALADOR 26X5.8CM SK-C-804-410",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2968,"CONJ 3 FACAS SK-C-804-426",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2969,"DISPENSADOR SABAO B/P SK-C 804-504",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2970,"ESCORREDOR LOUÇA 43X29X12,5CM",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2971,"FACA COZINHA 8,3CM SK-C-804-537",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2972,"FACA COZINHA 12CM SK-C-804-538",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2973,"FACA PAO 20CM SK-C-804-539",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2974,"FACA 19CM SK-C-804-540",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2975,"FACA CUTELO 17,7CM SK-C-804-541",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2976,"FACA APARAR 8,2CM SK-C-804-542",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2977,"FACA COZINHA 12,7CM SK-C-804-543",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2978,"FACA PAO 20CM SK-C-804-544",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2979,"FACA COZINHA 20CM SK-C-804-545",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2980,"FACA CUTELO 20CM SK-C-804-546",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2981,"CONJ 3 FACAS COZINHA SK-C-804-547",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2982,"CONJ 2 FACAS 8,3CM SK-C-804-548",1.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2983,"CONJ 2 FACAS 12CM SK-C-804-549",1.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2984,"CONJ FACA+GARFO SK-C-804-550",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2985,"ESCOVA NAIL E COLAR 0105-53 CX48 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2986,"SALVAUNHAS 5UNI 9X7X4CM",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2987,"FELTRO PROT QUAD PRT  2796301-20A CX240",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2988,"CANETA GEL 2898-001-02 CX432",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2989,"CANETA GEL 2898-001-05 CX432",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2990,"CANETA GEL 2898-001 CX432",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2991,"PLASTICO CAIXA ORGANIZADOR 148257 (Q12)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2992,"VELA PERFUMADA COPO ALOE VERA 27274",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2993,"PORTA SABONETE L-00147 CX36(Q18)",0.80,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2994,"COPO PLASTICO C/TAMPA/COLHER L00812",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2995,"CAIXA HERMETICA 2,4L RECT ASD066 CX24",2.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
2996,"PORTA FOTOS 10X15 2336-003 CX96",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2997,"PORTA FOTOS 10X15 2336-004 CX96",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2998,"PORTA FOTOS 10X15 2336-005 CX72",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
2999,"PORTA FOTOS MDF 10X15 2422-053 CX24",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3000,"PORTA FOTOS MDF 10X15 2422-054 CX24",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3001,"CANDEEIRA0 MESA 40X14CM",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3002,"CANDEEIRO MESA 2552-015",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3003,"CANDEEIRO MESA 2552-028",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3004,"CANDEEIRO MESA 2552-031",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3005,"PORTA FOTOS 15X20 2336-003-01 CX48",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3006,"PORTA FOTOS MDF 13X18 2422-054-01 CX24",1.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3007,"FIGURA MULHER C/SOMBRINHA 43CM",12.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
3008,"FIGURA MULHER 43CM HY14-118TE",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3009,"FIGURA MULHER 40CM HY7346WE",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3010,"BUDA S/4 15K3050S",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3011,"FIGURA HOMEM 48CM 16899W (Q4)",12.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
3012,"PERA DECORATIVA WA251867 (Q4)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3013,"MAÇA DECORATIVA WA251868 (Q4)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3014,"PERA DECORATIVA WA251881 35CM (Q4)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3015,"MAÇA DECORATIVA WA251828 (Q4)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3016,"ELEFANTE 30CM 815-87374 (Q6)",12.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
3017,"FIGURA AFRICANA 29CM 815-00585-1 (Q4)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3018,"BUDA 48CM 815-96759 (Q4)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3019,"FIGURA MULHER 40.5CM HYX1923CO (Q4)",9.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
3020,"FIG. BAILARINA 32.5CM HYD16-10504-2CY",12.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
